r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
5.13,0.5878318665,0.03076703326,1.201476913,0.07493008843,0.6028467935,1.201441854
5.15,0.6116350377,0.02817660398,1.217575898,0.07572102081,0.60526686,1.217655768
5.17,0.6090518372,0.03485458468,1.234086031,0.0765738924,0.6155427263,1.234168234
5.19,0.6236976352,0.02996601627,1.250889722,0.0774571686,0.6221299336,1.251038607
5.21,0.613377683,0.01966773389,1.26788152,0.07813838875,0.6167616064,1.268055613
5.23,0.6607018837,0.02774095328,1.285519537,0.07879503672,0.6225403562,1.285210044
5.25,0.6174366427,0.03008620162,1.303344752,0.07960173664,0.6342778678,1.302740811
5.27,0.6105251168,0.02621146054,1.320603028,0.08039277686,0.6429846642,1.32069283
5.29,0.6172595495,0.02412900099,1.337991021,0.0811055763,0.6443377434,1.338923695
5.31,0.6967091079,0.02586949617,1.356744687,0.08181911264,0.6512313799,1.357410906
5.33,0.6903688672,0.01613885558,1.37668661,0.08242254821,0.6497597811,1.376115407
5.35,0.6199309628,0.03175339614,1.395663109,0.08311713753,0.6513837181,1.394963181
5.37,0.6251053465,0.02790608676,1.413833683,0.08398760966,0.6428632754,1.4138512
5.39,0.6556261304,0.02271351089,1.432666333,0.08473160105,0.6294391826,1.432557513
5.41,0.6057863388,0.01881316247,1.451348677,0.08534651432,0.6159085474,1.451003886
5.43,0.6097561321,0.02532518205,1.469488133,0.08600553839,0.6194486184,1.469439007
5.45,0.6141677008,0.02338806028,1.487887726,0.08673774159,0.6289416491,1.488206687
5.47,0.6393318714,0.02229209588,1.506871899,0.08742945304,0.6345767521,1.5073415
5.49,0.6602017064,0.02675646094,1.526697407,0.08817793589,0.6435859108,1.526840336
5.51,0.6659261,0.02308008387,1.547075702,0.0889435449,0.6673036967,1.546985477
5.53,0.6562784605,0.01996007807,1.567540881,0.08960956634,0.6736625568,1.567741957
5.55,0.6801323076,0.03029819432,1.588378002,0.09039371734,0.6690387842,1.58867555
5.57,0.6884749659,0.02255254792,1.609870563,0.09122322783,0.6653427609,1.609629963
5.59,0.6878598132,0.03139550151,1.631639739,0.09207701462,0.6610790104,1.630609469
5.61,0.6057781125,0.02463836536,1.652243219,0.09296927121,0.661277222,1.651675123
5.63,0.6377741235,0.02521822505,1.672197065,0.09376922218,0.6636123614,1.672932282
5.65,0.6936578212,0.02831525883,1.693714574,0.09463443507,0.6663795964,1.694423479
5.67,0.6768629851,0.03277092798,1.716016884,0.09562878207,0.6708402139,1.716185086
5.69,0.6940129712,0.01888924288,1.738484869,0.09647462858,0.6814511546,1.738348114
5.71,0.689828137,0.02352390933,1.7613241,0.0971749008,0.6904679224,1.760991344
5.73,0.6923270595,0.02664839781,1.784296256,0.09800896758,0.6920347603,1.783969221
5.75,0.6815146142,0.02642952612,1.807289418,0.09889731246,0.6915860243,1.807126659
5.77,0.7020876414,0.02496813476,1.83060943,0.09976346736,0.7066222835,1.830692513
5.79,0.6921156418,0.02313349128,1.854269779,0.1005796892,0.7167539986,1.854849135
5.81,0.7482882941,0.01863585077,1.878887553,0.1012932031,0.7258872909,1.879502371
5.83,0.7364065459,0.02866471417,1.90443346,0.1021076799,0.7288778194,1.904534167
5.85,0.7682875488,0.02351499576,1.930504329,0.1030113931,0.7371392693,1.929933552
5.87,0.7133390175,0.01412810218,1.956346506,0.1036674793,0.7333071179,1.955583745
5.89,0.7136123756,0.02027056074,1.981408417,0.1042719983,0.7317176123,1.981314236
5.91,0.7176934459,0.02222257623,2.006718334,0.1050235183,0.7275113066,2.007117418
5.93,0.755006653,0.02437610024,2.032939074,0.1058532446,0.7241928812,2.032961925
5.95,0.7057094789,0.0215601823,2.059117252,0.1066764138,0.7295660882,2.059018705
5.97,0.754476687,0.02491589299,2.085468395,0.1075152501,0.7375155016,2.0854918
5.99,0.7494583172,0.02907309628,2.112788138,0.108496251,0.7532042451,2.112572737
6.01,0.7357428435,0.02199571205,2.139947805,0.1094297365,0.7659388834,2.140354727
6.03,0.7991543806,0.02339085706,2.168208439,0.1102653678,0.775605073,2.168734437
6.05,0.7661134019,0.02045407058,2.19721406,0.1110777248,0.7842657249,2.1976426
6.07,0.8396865781,0.02251285332,2.227174788,0.1118793995,0.7846414306,2.226910585
6.09,0.773524252,0.01940269278,2.257464119,0.1126663117,0.7931302631,2.25653904
6.11,0.7726320953,0.02565548896,2.286689638,0.1135183926,0.7877712671,2.286421038
6.13,0.7653878314,0.02136751719,2.315951913,0.1144127967,0.7832146624,2.3163107
6.15,0.7994829023,0.01665887136,2.345922552,0.1151407384,0.7824451056,2.346294274
6.17,0.7981339285,0.02580312556,2.376717737,0.1159597977,0.7772197494,2.376357664
6.19,0.746210033,0.02493199939,2.406676486,0.1169440615,0.7876602861,2.406718752
6.21,0.817503109,0.02628926296,2.437215449,0.1179443395,0.7869705115,2.437466368
6.23,0.7745817463,0.02340269916,2.468502113,0.1189207574,0.7895415417,2.468449854
6.25,0.7937360845,0.0268808334,2.499524142,0.1199155697,0.7847316817,2.499588158
6.27,0.7949545515,0.02143839068,2.531149757,0.1208770983,0.7886003434,2.530908204
6.29,0.7692572547,0.02331372329,2.562485648,0.121773785,0.7881556485,2.562497016
6.31,0.8023684979,0.02649645335,2.594174695,0.1227782555,0.7801833885,2.594117168
6.33,0.7704670934,0.02537927703,2.626085629,0.1238307472,0.7874747747,2.625925568
6.35,0.7998226183,0.0261346162,2.658150818,0.1248826434,0.7878848962,2.658092414
6.37,0.7665160126,0.02307041718,2.690333389,0.1258934977,0.7882581559,2.69047862
6.39,0.8087966899,0.02479572372,2.722909149,0.1268833462,0.8044104547,2.723411558
6.41,0.8211105246,0.02114022923,2.756823456,0.1278388987,0.8053857015,2.756906677
6.43,0.79197315,0.02337173686,2.790595114,0.128771003,0.80711426,2.790668127
6.45,0.8095167775,0.02432574818,2.824336319,0.1297759521,0.801879139,2.824565923
