r(Angstrom),g_mean,g_se,CN_raw,CN_raw_se,g_smooth,CN_smooth
3.57,0.7977890127,0.03198624735,0.1937265432,0.01233833699,0.8001339541,0.1941163137
3.59,0.8176956078,0.04331710571,0.2111266542,0.01315004256,0.7918601988,0.2112617347
3.61,0.8255638327,0.04420900297,0.2290234752,0.0141033224,0.7893985346,0.2284826958
3.63,0.7640012087,0.0308168043,0.2465241854,0.01492869962,0.7903186836,0.2458787623
3.65,0.7220337605,0.03561962395,0.2630673097,0.0156687046,0.7913168432,0.2634889431
3.67,0.8107603151,0.04206644943,0.2803271363,0.01654359839,0.7819107443,0.2811978857
3.69,0.8244993825,0.04763158972,0.2989375172,0.01756472139,0.7753109616,0.2989189231
3.71,0.7386969046,0.0358119539,0.3169155064,0.01852393772,0.7603580204,0.3165846384
3.73,0.7612220099,0.03367826344,0.3343593312,0.01933189955,0.7546170422,0.3342017825
3.75,0.7301286964,0.02627681713,0.3518871358,0.02003616333,0.7361154614,0.351723112
3.77,0.7039306651,0.02322606102,0.368922583,0.02062408122,0.7009173037,0.3687933156
3.79,0.6483672649,0.02298787083,0.3851561685,0.0211789593,0.6715001342,0.3852701381
3.81,0.6890507094,0.02206714983,0.4013875967,0.02172561834,0.6523370599,0.4013329489
3.83,0.6182889378,0.02239195212,0.4174143258,0.0222708196,0.6260941683,0.4170080463
3.85,0.5953501491,0.03107993212,0.4324513552,0.02293396398,0.6107851651,0.4323335438
3.87,0.5865954385,0.03022871591,0.4472495313,0.02370153377,0.602010037,0.4475179763
3.89,0.6004780422,0.02770363382,0.4622678035,0.02443425664,0.5921984917,0.4626249671
3.91,0.5866801528,0.0295931475,0.477440565,0.02516671947,0.5846162849,0.4776659316
3.93,0.5937968416,0.03896418453,0.4926844512,0.02605261291,0.5843193323,0.4927602964
3.95,0.5801138825,0.02515136364,0.5079972462,0.02688808752,0.57565757,0.5078916567
3.97,0.5471456138,0.02262352774,0.522849855,0.02751748737,0.5599070647,0.5228548549
3.99,0.5697209528,0.02071937464,0.5377182517,0.02809430807,0.5415509761,0.537515407
4.01,0.5108960499,0.02334697814,0.5522435856,0.02868697285,0.5195029272,0.5517801803
4.03,0.4985386613,0.0255410618,0.565951028,0.02935102813,0.5074491562,0.5657255318
4.05,0.487165059,0.02218858188,0.5794697871,0.03000544185,0.5040923819,0.5795992168
4.07,0.4924095691,0.0199402531,0.593038965,0.03058884641,0.4976007461,0.5934739738
4.09,0.4816456373,0.02812645992,0.6066638497,0.0312617915,0.4900756299,0.6072896209
4.11,0.5403823716,0.01411533768,0.6211050962,0.03185753497,0.4896703522,0.621129515
4.13,0.4936940842,0.02568738294,0.6358521172,0.03242608947,0.4886040747,0.6350837247
4.15,0.4487524998,0.02684179664,0.6494230517,0.03318274775,0.4843412588,0.6490967632
4.17,0.4747323949,0.02457488354,0.6628546457,0.03393031625,0.4827402262,0.6631604322
4.19,0.4749814778,0.02713816451,0.6767989942,0.0346897817,0.4738883692,0.6772056679
4.21,0.4885300214,0.0268335507,0.6910825678,0.03548981018,0.4671035791,0.6911539876
4.23,0.4667808018,0.02818738603,0.7053772673,0.03631329541,0.4730677707,0.7052240901
4.25,0.4818611811,0.01970358717,0.7197096662,0.03703618937,0.4758224579,0.719559361
4.27,0.4384094454,0.02264639499,0.733740734,0.03768223967,0.464259146,0.7338948304
4.29,0.4848721391,0.02634477632,0.7479566893,0.03843665544,0.4570567134,0.7480766659
4.31,0.4609216919,0.01986215511,0.7626504998,0.03915414033,0.4522178532,0.7622044291
4.33,0.4380814621,0.01896422455,0.7767476005,0.03976297597,0.4507836595,0.7763657889
4.35,0.4221809642,0.01830294973,0.7903628492,0.04035280014,0.4544148172,0.7906937192
4.37,0.4673149729,0.02007980636,0.8045753388,0.04096607264,0.4563294736,0.8052424719
4.39,0.4642704915,0.01860620062,0.819593493,0.04158963328,0.4510579446,0.819870358
4.41,0.4579317769,0.02102358299,0.8345962152,0.04223454393,0.4489876731,0.834512932
4.43,0.4682371952,0.02129315065,0.8498019953,0.04292928228,0.4494044195,0.8492619616
4.45,0.4116083331,0.02017829651,0.864373302,0.04361621562,0.4373745238,0.8639514554
4.47,0.4244749843,0.02294578552,0.8783498938,0.04433726761,0.4260497073,0.8783832534
4.49,0.4132033211,0.02292069036,0.8924771956,0.04511084248,0.4185624373,0.8926277852
4.51,0.4288281683,0.02245808271,0.9068070301,0.04588300746,0.4157045381,0.9068240949
4.53,0.3853993324,0.02109312092,0.920782683,0.04663060657,0.412186425,0.9210373589
4.55,0.44077419,0.02549425362,0.9350967535,0.04743786503,0.4138460148,0.9353448872
4.57,0.4059241702,0.01533852302,0.9498889251,0.04815058106,0.4069807817,0.949687135
4.59,0.4150075136,0.01371759021,0.9643603362,0.04866263368,0.4062472361,0.9640219965
4.61,0.3902323497,0.01890043388,0.9786767662,0.04924303066,0.4046829878,0.9784414039
4.63,0.3982282297,0.01973612227,0.9928195496,0.04993609716,0.4058756247,0.9929800187
4.65,0.3978443691,0.02110280296,1.007222107,0.05067506371,0.4014270246,1.007585433
4.67,0.4262654516,0.01662474667,1.02226298,0.05136317865,0.4102917167,1.022398658
4.69,0.40853236,0.01508323799,1.037626312,0.05194665324,0.4121811946,1.03753669
4.71,0.4097451227,0.02055362902,1.052816071,0.05260861155,0.415506003,1.052901288
4.73,0.4217870442,0.01635689679,1.068384382,0.05329929134,0.4145786041,1.06844147
4.75,0.4288565443,0.02011740646,1.084445335,0.05398823604,0.4134495715,1.084074785
4.77,0.3921845834,0.01989470258,1.100074979,0.05475004655,0.4120936756,1.099792974
4.79,0.4112865354,0.02812505314,1.115503384,0.05567270046,0.4149988619,1.115673615
4.81,0.4156675143,0.01685760177,1.131514631,0.05654271357,0.418889213,1.131819075
4.83,0.4226253618,0.01331991948,1.147881158,0.05713158171,0.4189901175,1.148176973
4.85,0.4279328301,0.02334554235,1.164625098,0.0578541685,0.4179878671,1.164653069
4.87,0.4244321139,0.01970255272,1.181542843,0.05870830425,0.419852862,1.18128297
4.89,0.4269422848,0.0193750376,1.198580786,0.05949029961,0.4189276413,1.198068602
4.91,0.3988910499,0.0160541219,1.215240825,0.06020485925,0.4229925929,1.215055862
4.93,0.4083580407,0.02269028645,1.231662223,0.06099352533,0.4210261566,1.232224262
4.95,0.4298886877,0.01700928555,1.24885407,0.06180717916,0.42276406,1.249528148
4.97,0.4405771898,0.01795878536,1.266850578,0.06253017233,0.4210472739,1.266972577
4.99,0.4319896204,0.01884554562,1.285034678,0.06329727102,0.4166339785,1.28442999
5.01,0.3914663599,0.02041100394,1.30233071,0.06412211724,0.4133834991,1.301867001
5.03,0.4178506156,0.02004663199,1.319471628,0.06497884715,0.4073785017,1.319247554
5.05,0.3811272263,0.01666196435,1.336523346,0.06576213517,0.3997288888,1.336475267
5.07,0.3915959361,0.02063760064,1.353149805,0.06656499416,0.3972525377,1.353622555
5.09,0.404960608,0.01463492593,1.370425052,0.06732940081,0.39633335,1.370832161
5.11,0.4080078589,0.01276806617,1.388194419,0.06792818982,0.3968895578,1.388169734
5.13,0.394234299,0.017445937,1.40586569,0.06859417149,0.3964393471,1.405645803
5.15,0.3994666865,0.01547219411,1.423487308,0.06932482516,0.3981594143,1.42328705
